2026-04-18T00:00:00.032208+00:00 | Renegades Of Funk | Rage Against The Machine | source:amperwave-api
2026-04-18T21:37:42.618649+00:00 | No One Like You | Scorpions | source:amperwave-api
2026-04-18T21:38:20.900794+00:00 | No One Like You | Scorpions | source:amperwave-api
2026-04-18T21:38:56.981043+00:00 | No One Like You | Scorpions | source:amperwave-api
2026-04-18T21:39:58.918419+00:00 | No One Like You | Scorpions | source:amperwave-api
2026-04-18T21:40:39.623320+00:00 | No One Like You | Scorpions | source:amperwave-api
2026-04-18T21:41:16.097743+00:00 | No One Like You | Scorpions | source:amperwave-api
2026-04-18T21:42:19.637094+00:00 | No One Like You | Scorpions | source:amperwave-api
2026-04-18T21:43:05.162694+00:00 | Who Will You Follow | Evanescence | source:amperwave-api
2026-04-18T21:43:42.260576+00:00 | Who Will You Follow | Evanescence | source:amperwave-api
2026-04-18T21:44:34.400903+00:00 | Who Will You Follow | Evanescence | source:amperwave-api
2026-04-18T21:45:12.159192+00:00 | Who Will You Follow | Evanescence | source:amperwave-api
2026-04-18T21:45:55.010372+00:00 | Who Will You Follow | Evanescence | source:amperwave-api
2026-04-18T21:46:51.672036+00:00 | Them Bones | Alice In Chains | source:amperwave-api
2026-04-18T21:47:34.180997+00:00 | Them Bones | Alice In Chains | source:amperwave-api
2026-04-18T21:48:10.488250+00:00 | Them Bones | Alice In Chains | source:amperwave-api
2026-04-18T21:48:46.618220+00:00 | Them Bones | Alice In Chains | source:amperwave-api
2026-04-18T21:49:22.710809+00:00 | Land Of Confusion | Disturbed | source:amperwave-api
2026-04-18T21:49:58.678667+00:00 | Land Of Confusion | Disturbed | source:amperwave-api
2026-04-18T21:50:35.003809+00:00 | Land Of Confusion | Disturbed | source:amperwave-api
2026-04-18T21:51:11.767235+00:00 | Land Of Confusion | Disturbed | source:amperwave-api
2026-04-18T21:51:49.170074+00:00 | Land Of Confusion | Disturbed | source:amperwave-api
2026-04-18T21:52:25.605678+00:00 | Land Of Confusion | Disturbed | source:amperwave-api
2026-04-18T21:53:01.639019+00:00 | Land Of Confusion | Disturbed | source:amperwave-api
2026-04-18T21:53:37.429598+00:00 | Land Of Confusion | Disturbed | source:amperwave-api
2026-04-18T21:54:13.831429+00:00 | Land Of Confusion | Disturbed | source:amperwave-api
2026-04-18T21:54:50.233219+00:00 | (You Gotta) Fight For Your Right (To Party) | Beastie Boys | source:amperwave-api
2026-04-18T21:55:32.355891+00:00 | (You Gotta) Fight For Your Right (To Party) | Beastie Boys | source:amperwave-api
2026-04-18T21:56:14.882880+00:00 | (You Gotta) Fight For Your Right (To Party) | Beastie Boys | source:amperwave-api
2026-04-18T21:56:51.785448+00:00 | (You Gotta) Fight For Your Right (To Party) | Beastie Boys | source:amperwave-api
2026-04-18T21:57:34.921022+00:00 | (You Gotta) Fight For Your Right (To Party) | Beastie Boys | source:amperwave-api
2026-04-18T21:58:18.969440+00:00 | Today | The Smashing Pumpkins | source:amperwave-api
2026-04-18T21:58:56.241665+00:00 | Today | The Smashing Pumpkins | source:amperwave-api
2026-04-18T21:59:34.240341+00:00 | Today | The Smashing Pumpkins | source:amperwave-api
2026-04-18T22:00:13.990597+00:00 | Today | The Smashing Pumpkins | source:amperwave-api
2026-04-18T22:00:50.251485+00:00 | Today | The Smashing Pumpkins | source:amperwave-api
2026-04-18T22:01:35.669820+00:00 | Interstate Love Song | Stone Temple Pilots | source:amperwave-api
2026-04-18T22:02:15.550539+00:00 | Interstate Love Song | Stone Temple Pilots | source:amperwave-api
2026-04-18T22:02:56.446653+00:00 | Interstate Love Song | Stone Temple Pilots | source:amperwave-api
2026-04-18T22:04:02.665574+00:00 | Interstate Love Song | Stone Temple Pilots | source:amperwave-api
2026-04-18T22:04:39.274926+00:00 | Crawl Back To My Coffin | Dayseeker | source:amperwave-api
2026-04-18T22:05:21.321313+00:00 | Crawl Back To My Coffin | Dayseeker | source:amperwave-api
2026-04-18T22:06:05.556905+00:00 | Crawl Back To My Coffin | Dayseeker | source:amperwave-api
2026-04-18T22:06:42.245494+00:00 | Crawl Back To My Coffin | Dayseeker | source:amperwave-api
2026-04-18T22:07:19.694169+00:00 | Crawl Back To My Coffin | Dayseeker | source:amperwave-api
2026-04-18T22:07:55.397213+00:00 | Crawl Back To My Coffin | Dayseeker | source:amperwave-api
2026-04-18T22:08:32.931649+00:00 | Crawl Back To My Coffin | Dayseeker | source:amperwave-api
2026-04-18T22:09:09.177342+00:00 | Nothin But A Good Time | Poison | source:amperwave-api
2026-04-18T22:09:46.932189+00:00 | Nothin But A Good Time | Poison | source:amperwave-api
2026-04-18T22:10:24.278161+00:00 | Nothin But A Good Time | Poison | source:amperwave-api
2026-04-18T22:11:01.237512+00:00 | Nothin But A Good Time | Poison | source:amperwave-api
2026-04-18T22:11:37.741424+00:00 | Nothin But A Good Time | Poison | source:amperwave-api
2026-04-18T22:12:15.353492+00:00 | Nothin But A Good Time | Poison | source:amperwave-api
2026-04-18T22:12:51.398275+00:00 | Nothin But A Good Time | Poison | source:amperwave-api
2026-04-18T22:13:32.670894+00:00 | Nothin But A Good Time | Poison | source:amperwave-api
2026-04-18T22:14:09.825577+00:00 | Nothin But A Good Time | Poison | source:amperwave-api
2026-04-18T22:14:47.081429+00:00 | Nothin But A Good Time | Poison | source:amperwave-api
2026-04-18T22:15:28.566629+00:00 | Nothin But A Good Time | Poison | source:amperwave-api
2026-04-18T22:16:12.006662+00:00 | Nothin But A Good Time | Poison | source:amperwave-api
2026-04-18T22:16:49.824571+00:00 | Nothin But A Good Time | Poison | source:amperwave-api
2026-04-18T22:17:32.868698+00:00 | Show Me How To Live | Audioslave | source:amperwave-api
2026-04-18T22:18:11.358160+00:00 | Show Me How To Live | Audioslave | source:amperwave-api
2026-04-18T22:18:48.526136+00:00 | Show Me How To Live | Audioslave | source:amperwave-api
2026-04-18T22:19:35.153090+00:00 | Show Me How To Live | Audioslave | source:amperwave-api
2026-04-18T22:20:13.940393+00:00 | Show Me How To Live | Audioslave | source:amperwave-api
2026-04-18T22:20:50.094794+00:00 | Show Me How To Live | Audioslave | source:amperwave-api
2026-04-18T22:21:32.382740+00:00 | Show Me How To Live | Audioslave | source:amperwave-api
2026-04-18T22:22:13.274600+00:00 | Undone-The Sweater Song | Weezer | source:amperwave-api
2026-04-18T22:22:49.278855+00:00 | Undone-The Sweater Song | Weezer | source:amperwave-api
2026-04-18T22:23:33.614843+00:00 | Undone-The Sweater Song | Weezer | source:amperwave-api
2026-04-18T22:24:12.333106+00:00 | Undone-The Sweater Song | Weezer | source:amperwave-api
2026-04-18T22:24:49.298206+00:00 | Undone-The Sweater Song | Weezer | source:amperwave-api
2026-04-18T22:25:25.355715+00:00 | Undone-The Sweater Song | Weezer | source:amperwave-api
2026-04-18T22:26:01.909063+00:00 | Runnin With The Devil | Van Halen | source:amperwave-api
2026-04-18T22:26:39.041596+00:00 | Runnin With The Devil | Van Halen | source:amperwave-api
2026-04-18T22:27:14.240682+00:00 | Runnin With The Devil | Van Halen | source:amperwave-api
2026-04-18T22:27:50.973382+00:00 | Runnin With The Devil | Van Halen | source:amperwave-api
2026-04-18T22:28:27.355731+00:00 | Runnin With The Devil | Van Halen | source:amperwave-api
2026-04-18T22:29:03.548667+00:00 | Runnin With The Devil | Van Halen | source:amperwave-api
2026-04-18T22:29:39.274808+00:00 | Runnin With The Devil | Van Halen | source:amperwave-api
2026-04-18T22:30:16.029973+00:00 | Runnin With The Devil | Van Halen | source:amperwave-api
2026-04-18T22:30:53.327865+00:00 | Runnin With The Devil | Van Halen | source:amperwave-api
2026-04-18T22:31:29.288177+00:00 | Runnin With The Devil | Van Halen | source:amperwave-api
2026-04-18T22:32:28.238532+00:00 | Safe And Sound | Shinedown | source:amperwave-api
2026-04-18T22:33:18.607237+00:00 | Safe And Sound | Shinedown | source:amperwave-api
2026-04-18T22:33:54.625701+00:00 | Safe And Sound | Shinedown | source:amperwave-api
2026-04-18T22:34:31.760508+00:00 | Safe And Sound | Shinedown | source:amperwave-api
2026-04-18T22:35:11.489149+00:00 | Safe And Sound | Shinedown | source:amperwave-api
2026-04-18T22:35:48.080750+00:00 | Safe And Sound | Shinedown | source:amperwave-api
2026-04-18T22:36:44.245566+00:00 | Learn To Fly | Foo Fighters | source:amperwave-api
2026-04-18T22:37:24.053945+00:00 | Learn To Fly | Foo Fighters | source:amperwave-api
2026-04-18T22:38:00.404646+00:00 | Learn To Fly | Foo Fighters | source:amperwave-api
2026-04-18T22:38:50.542181+00:00 | Learn To Fly | Foo Fighters | source:amperwave-api
2026-04-18T22:39:27.386889+00:00 | Learn To Fly | Foo Fighters | source:amperwave-api
2026-04-18T22:40:04.515648+00:00 | Mudshovel | Staind | source:amperwave-api
2026-04-18T22:40:52.828209+00:00 | Mudshovel | Staind | source:amperwave-api
2026-04-18T22:41:34.325045+00:00 | Mudshovel | Staind | source:amperwave-api
2026-04-18T22:42:10.088729+00:00 | Mudshovel | Staind | source:amperwave-api
2026-04-18T22:43:06.461097+00:00 | Mudshovel | Staind | source:amperwave-api
2026-04-18T22:43:46.746432+00:00 | Mudshovel | Staind | source:amperwave-api
2026-04-18T22:44:23.527020+00:00 | Mudshovel | Staind | source:amperwave-api
2026-04-18T22:44:59.823155+00:00 | Thunderstruck | Ac/Dc | source:amperwave-api
2026-04-18T22:45:36.466879+00:00 | Thunderstruck | Ac/Dc | source:amperwave-api
2026-04-18T22:46:12.379597+00:00 | Thunderstruck | Ac/Dc | source:amperwave-api
2026-04-18T22:46:48.150215+00:00 | Thunderstruck | Ac/Dc | source:amperwave-api
2026-04-18T22:47:24.491560+00:00 | Thunderstruck | Ac/Dc | source:amperwave-api
2026-04-18T22:48:00.718818+00:00 | Thunderstruck | Ac/Dc | source:amperwave-api
2026-04-18T22:48:36.496525+00:00 | Thunderstruck | Ac/Dc | source:amperwave-api
2026-04-18T22:49:13.335648+00:00 | Thunderstruck | Ac/Dc | source:amperwave-api
2026-04-18T22:49:50.451198+00:00 | Sex And Candy | Marcy Playground | source:amperwave-api
2026-04-18T22:50:28.001551+00:00 | Sex And Candy | Marcy Playground | source:amperwave-api
2026-04-18T22:51:28.171554+00:00 | Sex And Candy | Marcy Playground | source:amperwave-api
2026-04-18T22:52:14.363289+00:00 | Sex And Candy | Marcy Playground | source:amperwave-api
2026-04-18T22:52:50.274149+00:00 | Dark Thoughts | The Funeral Portrait | source:amperwave-api
2026-04-18T22:53:37.306413+00:00 | Dark Thoughts | The Funeral Portrait | source:amperwave-api
2026-04-18T22:54:20.396193+00:00 | Dark Thoughts | The Funeral Portrait | source:amperwave-api
2026-04-18T22:54:56.214443+00:00 | Dark Thoughts | The Funeral Portrait | source:amperwave-api
2026-04-18T22:55:48.884500+00:00 | Dark Thoughts | The Funeral Portrait | source:amperwave-api
2026-04-18T22:56:26.318004+00:00 | Dark Thoughts | The Funeral Portrait | source:amperwave-api
2026-04-18T22:57:02.940959+00:00 | Crazy Bitch | Buckcherry | source:amperwave-api
2026-04-18T22:57:50.747116+00:00 | Crazy Bitch | Buckcherry | source:amperwave-api
2026-04-18T22:58:28.671748+00:00 | Crazy Bitch | Buckcherry | source:amperwave-api
2026-04-18T22:59:06.388397+00:00 | Crazy Bitch | Buckcherry | source:amperwave-api
2026-04-18T22:59:50.817294+00:00 | Crazy Bitch | Buckcherry | source:amperwave-api
2026-04-18T23:00:29.997493+00:00 | What I Got | Sublime | source:amperwave-api
2026-04-18T23:01:05.616404+00:00 | What I Got | Sublime | source:amperwave-api
2026-04-18T23:01:52.712748+00:00 | What I Got | Sublime | source:amperwave-api
2026-04-18T23:02:32.717398+00:00 | What I Got | Sublime | source:amperwave-api
2026-04-18T23:03:09.016339+00:00 | What I Got | Sublime | source:amperwave-api
2026-04-18T23:03:46.552914+00:00 | Broken Mirror | Architects | source:amperwave-api
2026-04-18T23:04:23.303292+00:00 | Broken Mirror | Architects | source:amperwave-api
2026-04-18T23:04:58.801670+00:00 | Broken Mirror | Architects | source:amperwave-api
2026-04-18T23:05:35.146935+00:00 | Broken Mirror | Architects | source:amperwave-api
2026-04-18T23:06:12.739133+00:00 | Broken Mirror | Architects | source:amperwave-api
2026-04-18T23:06:49.011947+00:00 | Master Of Puppets | Metallica | source:amperwave-api
2026-04-18T23:07:25.916194+00:00 | Master Of Puppets | Metallica | source:amperwave-api
2026-04-18T23:08:01.990667+00:00 | Master Of Puppets | Metallica | source:amperwave-api
2026-04-18T23:08:38.568375+00:00 | Master Of Puppets | Metallica | source:amperwave-api
2026-04-18T23:09:14.239829+00:00 | Master Of Puppets | Metallica | source:amperwave-api
2026-04-18T23:09:50.877839+00:00 | Master Of Puppets | Metallica | source:amperwave-api
2026-04-18T23:10:34.421425+00:00 | Master Of Puppets | Metallica | source:amperwave-api
2026-04-18T23:11:17.140063+00:00 | Master Of Puppets | Metallica | source:amperwave-api
2026-04-18T23:11:52.694427+00:00 | Master Of Puppets | Metallica | source:amperwave-api
2026-04-18T23:12:37.222370+00:00 | Master Of Puppets | Metallica | source:amperwave-api
2026-04-18T23:13:14.144523+00:00 | Master Of Puppets | Metallica | source:amperwave-api
2026-04-18T23:13:49.881097+00:00 | Master Of Puppets | Metallica | source:amperwave-api
2026-04-18T23:14:36.040634+00:00 | Master Of Puppets | Metallica | source:amperwave-api
2026-04-18T23:15:15.978492+00:00 | Master Of Puppets | Metallica | source:amperwave-api
2026-04-18T23:15:51.629157+00:00 | Master Of Puppets | Metallica | source:amperwave-api
2026-04-18T23:16:35.315058+00:00 | Master Of Puppets | Metallica | source:amperwave-api
2026-04-18T23:17:13.891214+00:00 | Master Of Puppets | Metallica | source:amperwave-api
2026-04-18T23:17:49.941578+00:00 | Master Of Puppets | Metallica | source:amperwave-api
2026-04-18T23:18:31.252169+00:00 | Master Of Puppets | Metallica | source:amperwave-api
2026-04-18T23:19:08.070064+00:00 | Master Of Puppets | Metallica | source:amperwave-api
2026-04-18T23:19:45.240207+00:00 | A Little Bit Off | Five Finger Death Punch | source:amperwave-api
2026-04-18T23:20:28.178151+00:00 | A Little Bit Off | Five Finger Death Punch | source:amperwave-api
2026-04-18T23:21:10.636977+00:00 | A Little Bit Off | Five Finger Death Punch | source:amperwave-api
2026-04-18T23:21:48.350238+00:00 | A Little Bit Off | Five Finger Death Punch | source:amperwave-api
2026-04-18T23:22:24.881856+00:00 | A Little Bit Off | Five Finger Death Punch | source:amperwave-api
2026-04-18T23:23:00.547752+00:00 | Tonight, Tonight | The Smashing Pumpkins | source:amperwave-api
2026-04-18T23:23:37.841629+00:00 | Tonight, Tonight | The Smashing Pumpkins | source:amperwave-api
2026-04-18T23:24:14.851263+00:00 | Tonight, Tonight | The Smashing Pumpkins | source:amperwave-api
2026-04-18T23:24:51.662317+00:00 | Tonight, Tonight | The Smashing Pumpkins | source:amperwave-api
2026-04-18T23:25:27.470072+00:00 | Tonight, Tonight | The Smashing Pumpkins | source:amperwave-api
2026-04-18T23:26:04.262378+00:00 | Tonight, Tonight | The Smashing Pumpkins | source:amperwave-api
2026-04-18T23:26:41.834356+00:00 | Tonight, Tonight | The Smashing Pumpkins | source:amperwave-api
2026-04-18T23:27:19.919505+00:00 | Photograph | Def Leppard | source:amperwave-api
2026-04-18T23:27:56.398803+00:00 | Photograph | Def Leppard | source:amperwave-api
2026-04-18T23:28:33.761571+00:00 | Photograph | Def Leppard | source:amperwave-api
2026-04-18T23:29:32.611487+00:00 | Photograph | Def Leppard | source:amperwave-api
2026-04-18T23:30:10.496570+00:00 | Photograph | Def Leppard | source:amperwave-api
2026-04-18T23:30:49.163287+00:00 | Photograph | Def Leppard | source:amperwave-api
2026-04-18T23:31:34.377966+00:00 | Photograph | Def Leppard | source:amperwave-api
2026-04-18T23:32:20.494167+00:00 | Photograph | Def Leppard | source:amperwave-api
2026-04-18T23:32:58.013195+00:00 | Photograph | Def Leppard | source:amperwave-api
2026-04-18T23:34:08.047399+00:00 | Photograph | Def Leppard | source:amperwave-api
2026-04-18T23:34:45.617453+00:00 | Photograph | Def Leppard | source:amperwave-api
2026-04-18T23:35:32.986101+00:00 | Demonic Depression | Volbeat | source:amperwave-api
2026-04-18T23:36:14.881390+00:00 | Demonic Depression | Volbeat | source:amperwave-api
2026-04-18T23:36:51.841128+00:00 | Demonic Depression | Volbeat | source:amperwave-api
2026-04-18T23:37:31.012669+00:00 | Demonic Depression | Volbeat | source:amperwave-api
2026-04-18T23:38:09.284556+00:00 | Demonic Depression | Volbeat | source:amperwave-api
2026-04-18T23:38:46.668567+00:00 | Demonic Depression | Volbeat | source:amperwave-api
2026-04-18T23:39:25.688602+00:00 | In Bloom | Nirvana | source:amperwave-api
2026-04-18T23:40:03.773987+00:00 | In Bloom | Nirvana | source:amperwave-api
2026-04-18T23:40:40.978951+00:00 | In Bloom | Nirvana | source:amperwave-api
2026-04-18T23:41:18.299521+00:00 | In Bloom | Nirvana | source:amperwave-api
2026-04-18T23:41:56.663267+00:00 | In Bloom | Nirvana | source:amperwave-api
2026-04-18T23:42:34.564449+00:00 | In Bloom | Nirvana | source:amperwave-api
2026-04-18T23:43:10.215474+00:00 | In Bloom | Nirvana | source:amperwave-api
2026-04-18T23:43:45.988416+00:00 | Rats | Ghost | source:amperwave-api
2026-04-18T23:44:22.288196+00:00 | Rats | Ghost | source:amperwave-api
2026-04-18T23:44:59.819746+00:00 | Rats | Ghost | source:amperwave-api
2026-04-18T23:45:37.511069+00:00 | Rats | Ghost | source:amperwave-api
2026-04-18T23:46:14.466888+00:00 | Rats | Ghost | source:amperwave-api
2026-04-18T23:46:51.437608+00:00 | Rats | Ghost | source:amperwave-api
2026-04-18T23:47:28.061410+00:00 | Sweet Child O Mine | Guns N Roses | source:amperwave-api
2026-04-18T23:48:27.619297+00:00 | Sweet Child O Mine | Guns N Roses | source:amperwave-api
2026-04-18T23:49:07.626949+00:00 | Sweet Child O Mine | Guns N Roses | source:amperwave-api
2026-04-18T23:49:43.844439+00:00 | Sweet Child O Mine | Guns N Roses | source:amperwave-api
2026-04-18T23:50:28.759120+00:00 | Sweet Child O Mine | Guns N Roses | source:amperwave-api
2026-04-18T23:51:11.491582+00:00 | Sweet Child O Mine | Guns N Roses | source:amperwave-api
2026-04-18T23:51:48.051298+00:00 | Sweet Child O Mine | Guns N Roses | source:amperwave-api
2026-04-18T23:52:47.413613+00:00 | Sweet Child O Mine | Guns N Roses | source:amperwave-api
2026-04-18T23:53:26.839891+00:00 | Gone Away | The Offspring | source:amperwave-api
2026-04-18T23:54:04.634646+00:00 | Gone Away | The Offspring | source:amperwave-api
2026-04-18T23:55:02.100738+00:00 | Gone Away | The Offspring | source:amperwave-api
2026-04-18T23:55:39.795887+00:00 | Gone Away | The Offspring | source:amperwave-api
2026-04-18T23:56:16.216417+00:00 | Gone Away | The Offspring | source:amperwave-api
2026-04-18T23:57:09.788292+00:00 | Gone Away | The Offspring | source:amperwave-api
2026-04-18T23:57:51.231687+00:00 | Kill Me Fast | Three Days Grace | source:amperwave-api
2026-04-18T23:58:28.316037+00:00 | Kill Me Fast | Three Days Grace | source:amperwave-api
2026-04-18T23:59:17.560218+00:00 | Kill Me Fast | Three Days Grace | source:amperwave-api
