2026-04-18T00:00:00.901464+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-18T21:32:22.525858+00:00 | Bad Romance | Lady Gaga | source:amperwave-api
2026-04-18T21:33:00.079423+00:00 | Bad Romance | Lady Gaga | source:amperwave-api
2026-04-18T21:33:37.922448+00:00 | Bad Romance | Lady Gaga | source:amperwave-api
2026-04-18T21:34:14.343209+00:00 | Bad Romance | Lady Gaga | source:amperwave-api
2026-04-18T21:34:51.201441+00:00 | Bad Romance | Lady Gaga | source:amperwave-api
2026-04-18T21:35:33.614657+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-18T21:36:13.203318+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-18T21:36:49.016352+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-18T21:37:45.065877+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-18T21:38:21.604697+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-18T21:38:58.021425+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-18T21:40:02.082599+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-18T21:40:40.415555+00:00 | Too Sweet | Hozier | source:amperwave-api
2026-04-18T21:41:16.861887+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T21:42:26.191553+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T21:43:06.082415+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T21:43:43.043329+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T21:44:36.087387+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T21:45:12.950949+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T21:45:55.849655+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-18T21:46:54.003140+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T21:47:35.229835+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T21:48:11.356899+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T21:48:47.323626+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T21:49:23.390298+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T21:49:59.466703+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T21:50:36.583682+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T21:51:12.687328+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T21:51:49.989245+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T21:52:26.518632+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T21:53:02.372398+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T21:53:38.430388+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T21:54:14.708506+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T21:54:51.208812+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T21:55:35.013878+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T21:56:15.576210+00:00 | American Girls | Harry Styles | source:amperwave-api
2026-04-18T21:56:52.756699+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T21:57:38.512920+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T21:58:19.766246+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T21:58:57.137137+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T21:59:35.319996+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T22:00:14.866106+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T22:00:51.156985+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T22:01:38.000139+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T22:02:16.675904+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T22:02:57.365286+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T22:04:03.437136+00:00 | One Dance | Drake | source:amperwave-api
2026-04-18T22:04:40.253761+00:00 | One Dance | Drake | source:amperwave-api
2026-04-18T22:05:27.798483+00:00 | One Dance | Drake | source:amperwave-api
2026-04-18T22:06:06.375891+00:00 | One Dance | Drake | source:amperwave-api
2026-04-18T22:06:43.215661+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-18T22:07:20.477757+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-18T22:07:56.966807+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-18T22:08:33.874693+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-18T22:09:10.133925+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-18T22:09:48.434731+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-18T22:10:25.256172+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-18T22:11:02.340571+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-18T22:11:38.666515+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T22:12:16.136538+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T22:12:52.251238+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T22:13:34.098878+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T22:14:10.723719+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T22:14:47.945441+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T22:15:31.736809+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T22:16:13.151214+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T22:16:51.227478+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T22:17:34.803450+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T22:18:12.015949+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T22:18:49.403997+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T22:19:36.620015+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T22:20:14.783387+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T22:20:50.812178+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T22:21:36.814789+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T22:22:14.077960+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T22:22:50.133298+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T22:23:35.661178+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T22:24:13.219604+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-18T22:24:50.044446+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-18T22:25:26.083623+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-18T22:26:02.668184+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-18T22:26:39.781625+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-18T22:27:15.233075+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-18T22:27:51.996220+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T22:28:28.217179+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T22:29:04.381252+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T22:29:39.918514+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T22:30:17.218523+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-18T22:30:54.038540+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-18T22:31:30.061513+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-18T22:32:33.339097+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-18T22:33:19.370632+00:00 | Stateside [Remix] | Pink Pantheress Ft Zara Larson | source:amperwave-api
2026-04-18T22:33:55.376013+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-18T22:34:33.960884+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-18T22:35:12.601776+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-18T22:35:48.991769+00:00 | End Of Beginning | Djo | source:amperwave-api
2026-04-18T22:36:46.267475+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-18T22:37:24.959172+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-18T22:38:01.092797+00:00 | Yukon [Remix] | Justin Bieber | source:amperwave-api
2026-04-18T22:38:51.563337+00:00 | Problem | Ariana Grande | source:amperwave-api
2026-04-18T22:39:28.915605+00:00 | Problem | Ariana Grande | source:amperwave-api
2026-04-18T22:40:05.732184+00:00 | Problem | Ariana Grande | source:amperwave-api
2026-04-18T22:40:57.787976+00:00 | Problem | Ariana Grande | source:amperwave-api
2026-04-18T22:41:35.043200+00:00 | Problem | Ariana Grande | source:amperwave-api
2026-04-18T22:42:11.402021+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-18T22:43:08.051463+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-18T22:43:47.765093+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-18T22:44:24.257483+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-18T22:45:00.711619+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-18T22:45:37.371887+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-18T22:46:13.098456+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-18T22:46:48.954867+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-18T22:47:25.264067+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-18T22:48:01.450577+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-18T22:48:37.624673+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-18T22:49:14.437114+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-18T22:49:51.585991+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-18T22:50:28.828240+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-18T22:51:35.496935+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-18T22:52:15.259625+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-18T22:52:51.138032+00:00 | Risk It All | Bruno Mars | source:amperwave-api
2026-04-18T22:53:41.758772+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-18T22:54:21.397211+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-18T22:54:57.180323+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-18T22:55:50.446616+00:00 | Birds Of A Feather | Billie Eilish | source:amperwave-api
2026-04-18T22:56:27.455402+00:00 | Dtmf | Bad Bunny | source:amperwave-api
2026-04-18T22:57:03.554802+00:00 | Dtmf | Bad Bunny | source:amperwave-api
2026-04-18T22:57:52.515530+00:00 | Dtmf | Bad Bunny | source:amperwave-api
2026-04-18T22:58:29.586248+00:00 | Dtmf | Bad Bunny | source:amperwave-api
2026-04-18T22:59:07.129670+00:00 | High Hopes | Panic At The Disco | source:amperwave-api
2026-04-18T22:59:52.744446+00:00 | High Hopes | Panic At The Disco | source:amperwave-api
2026-04-18T23:00:30.774794+00:00 | High Hopes | Panic At The Disco | source:amperwave-api
2026-04-18T23:01:06.445725+00:00 | High Hopes | Panic At The Disco | source:amperwave-api
2026-04-18T23:01:56.307868+00:00 | High Hopes | Panic At The Disco | source:amperwave-api
2026-04-18T23:02:33.510659+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T23:03:09.834668+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T23:03:47.465951+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T23:04:24.176631+00:00 | When Did You Get Hot | Sabrina Carpenter | source:amperwave-api
2026-04-18T23:04:59.639152+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T23:05:36.025369+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T23:06:13.945144+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T23:06:49.994562+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T23:07:27.111493+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T23:08:02.734192+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-18T23:08:39.266272+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-18T23:09:15.031275+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-18T23:09:51.699461+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-18T23:10:38.049954+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-18T23:11:17.942523+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-18T23:11:53.723229+00:00 | Cry For Me | The Weeknd | source:amperwave-api
2026-04-18T23:12:38.426203+00:00 | Bad Habits | Ed Sheeran | source:amperwave-api
2026-04-18T23:13:14.875237+00:00 | Bad Habits | Ed Sheeran | source:amperwave-api
2026-04-18T23:13:51.257670+00:00 | Bad Habits | Ed Sheeran | source:amperwave-api
2026-04-18T23:14:38.661576+00:00 | Bad Habits | Ed Sheeran | source:amperwave-api
2026-04-18T23:15:16.890659+00:00 | Bad Habits | Ed Sheeran | source:amperwave-api
2026-04-18T23:15:52.429058+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T23:16:36.741536+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T23:17:14.771034+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T23:17:50.752758+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T23:18:33.402248+00:00 | Wheres My Husband | Raye | source:amperwave-api
2026-04-18T23:19:08.916403+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-18T23:19:46.397161+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-18T23:20:29.769083+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-18T23:21:12.467354+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-18T23:21:49.275161+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-18T23:22:25.586910+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-18T23:23:01.778079+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-18T23:23:38.882930+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-18T23:24:15.727247+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-18T23:24:52.297578+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-18T23:25:28.450106+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-18T23:26:05.593080+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-18T23:26:43.006827+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-18T23:27:20.738281+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T23:27:57.233501+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T23:28:34.736697+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T23:29:33.916140+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T23:30:11.625667+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-18T23:30:50.664370+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-18T23:31:37.818532+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-18T23:32:21.461237+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-18T23:32:59.098852+00:00 | Love Me Not | Ravyn Lenae | source:amperwave-api
2026-04-18T23:34:08.878920+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T23:34:46.643562+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T23:35:34.456462+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T23:36:15.740038+00:00 | Homewrecker | Sombr | source:amperwave-api
2026-04-18T23:36:52.842317+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-18T23:37:32.498705+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-18T23:38:11.187622+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-18T23:38:47.614875+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-18T23:39:27.857080+00:00 | Daisies | Justin Bieber | source:amperwave-api
2026-04-18T23:40:04.833051+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T23:40:41.951894+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T23:41:19.571930+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T23:41:57.785469+00:00 | So Easy | Olivia Dean | source:amperwave-api
2026-04-18T23:42:35.531496+00:00 | As It Was | Harry Styles | source:amperwave-api
2026-04-18T23:43:10.994123+00:00 | As It Was | Harry Styles | source:amperwave-api
2026-04-18T23:43:46.796481+00:00 | As It Was | Harry Styles | source:amperwave-api
2026-04-18T23:44:23.210363+00:00 | As It Was | Harry Styles | source:amperwave-api
2026-04-18T23:45:00.840668+00:00 | As It Was | Harry Styles | source:amperwave-api
2026-04-18T23:45:38.474451+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T23:46:16.406231+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T23:46:52.274953+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T23:47:28.736739+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T23:48:32.152594+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T23:49:08.492414+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T23:49:44.872416+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T23:50:31.234594+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T23:51:12.440704+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T23:51:48.778722+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T23:52:50.895101+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T23:53:27.672329+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T23:54:05.359743+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T23:55:04.142964+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T23:55:41.199830+00:00 | Die On This Hill | Sienna Spiro | source:amperwave-api
2026-04-18T23:56:16.982680+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T23:57:13.236874+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T23:57:52.245667+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T23:58:29.386526+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T23:59:20.722907+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-18T23:59:57.249588+00:00 | Heat Waves | Glass Animals | source:amperwave-api
